Paragraph Number,Compound Score,Classification
1,0.0,Neutral
2,0.0,Neutral
3,-0.8126,Strong Negative
4,0.8485,Strong Positive
5,-0.4767,Weak Negative
6,0.9137,Strong Positive
7,0.8689,Strong Positive
8,-0.9552,Strong Negative
9,-0.7906,Strong Negative
10,0.5859,Strong Positive
